"","Name","Platform","Year","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales","Developer"
"10253","Lost in Blue","DS",2005,"Adventure","Konami Digital Entertainment",0.07,0.02,0.02,0.01,0.11,"Konami Computer Entertainment Hawaii"
"10255","Smash Court Tennis 3","X360",2007,"Sports","Atari",0.08,0.02,0,0.01,0.11,"Bandai Namco Games"
"10256","Batman: Return to Arkham","XOne",2016,"Action","Warner Bros. Interactive Entertainment",0.05,0.05,0,0.01,0.11,"Rocksteady Studios, Virtuos"
"10257","The Scorpion King: Rise of the Akkadian","GC",2002,"Action","Universal Interactive",0.08,0.02,0,0,0.11,"Point of View"
"10263","Constantine","PS2",2005,"Action","SCi",0.05,0.04,0,0.01,0.11,"Bits Studios"
"10264","Charlie and the Chocolate Factory","XB",2005,"Adventure","Global Star",0.08,0.02,0,0,0.11,"High Voltage Software, Backbone Entertainment"
"10265","Dynasty Tactics 2","PS2",2003,"Strategy","Tecmo Koei",0.05,0.04,0,0.01,0.11,"Koei"
"10266","Real World Golf","PS2",2005,"Sports","Valcon Games",0.05,0.04,0,0.01,0.11,"Aqua Pacific, In2Games"
"10268","Ty the Tasmanian Tiger 2: Bush Rescue","XB",2004,"Platform","Electronic Arts",0.08,0.02,0,0,0.11,"Krome Studios"
"10269","Hole in the Wall: Deluxe Edition","X360",2011,"Misc","Ubisoft",0.1,0,0,0.01,0.11,"Ubisoft"
"10270","Defender","GC",2002,"Misc","Midway Games",0.08,0.02,0,0,0.11,"Inevitable Entertainment"
"10271","Blazblue: Continuum Shift Extend","PSV",2011,"Fighting","PQube",0.03,0.05,0.02,0.02,0.11,"Arc System Works"
"10273","Mushroom Men: Rise of the Fungi","DS",2008,"Action","SouthPeak Games",0.1,0,0,0.01,0.11,"Red Fly Studio"
"10274","The Polar Express","GC",2004,"Adventure","THQ",0.08,0.02,0,0,0.11,"Blue Tongue Entertainment"
"10275","BMX XXX","XB",2002,"Sports","Acclaim Entertainment",0.08,0.02,0,0,0.11,"Z-Axis, Ltd."
"10276","ATV: Quad Frenzy","DS",2005,"Racing","Majesco Entertainment",0.1,0,0,0.01,0.11,"Skyworks Technologies"
"10277","Touch Detective 2 1/2","DS",2007,"Adventure","505 Games",0.09,0,0.01,0.01,0.11,"BeeWorks"
"10278","Animal Planet: Vet Life","DS",2009,"Simulation","Activision",0.1,0,0,0.01,0.11,"Activision"
"10279","Frogger: Helmet Chaos","PSP",2005,"Platform","Konami Digital Entertainment",0.1,0,0,0.01,0.11,"Konami Computer Entertainment Hawaii"
"10281","Pimp My Ride","X360",2006,"Racing","Activision",0.1,0,0,0.01,0.11,"Eutechnyx"
"10282","Lady Sia","GBA",2001,"Platform","TDK Mediactive",0.08,0.03,0,0,0.11,"RFX Interactive"
"10283","Rock Band: Metal Track Pack","PS2",2009,"Misc","MTV Games",0.05,0.04,0,0.01,0.11,"Harmonix Music Systems"
"10284","Robotech: Invasion","PS2",2004,"Shooter","Global Star",0.05,0.04,0,0.01,0.11,"Vicious Cycle"
"10285","Vacation Sports","Wii",2009,"Sports","Ubisoft",0.09,0.01,0,0.01,0.11,"Mere Mortals"
"10287","Hollywood Squares","Wii",2010,"Misc","Ubisoft",0.1,0,0,0.01,0.11,"Ubisoft"
"10288","Dr. Seuss' The Cat in the Hat","XB",2003,"Misc","Vivendi Games",0.08,0.02,0,0,0.11,"Magenta Software"
"10291","RIGS: Mechanized Combat League","PS4",2016,"Action","Sony Computer Entertainment",0.03,0.05,0.01,0.02,0.11,"Guerilla Cambridge"
"10294","Hellboy: The Science of Evil","X360",2008,"Action","Konami Digital Entertainment",0.1,0,0,0.01,0.11,"Krome Studios"
"10296","ATV Quad Kings","DS",2010,"Racing","Storm City Games",0.1,0,0,0.01,0.11,"Beyond Reality"
"10299","NBA Live 16","XOne",2015,"Sports","Electronic Arts",0.09,0.01,0,0.01,0.11,"EA Sports"
"10302","Sonic Generations","PC",2011,"Platform","Sega",0.02,0.07,0,0.02,0.11,"Sega"
"10304","Yamaha Supercross","DS",2009,"Racing","Zoo Digital Publishing",0.1,0,0,0.01,0.11,"Coyote Console"
"10305","Hitman Trilogy","PS2",2007,"Action","Eidos Interactive",0.05,0.04,0,0.01,0.11,"Eidos Interactive"
"10307","Astro Boy: The Video Game","Wii",2009,"Action","D3Publisher",0.1,0,0,0.01,0.11,"High Voltage Software"
"10309","The Cheetah Girls: Pop Star Sensations","DS",2007,"Misc","Disney Interactive Studios",0.1,0,0,0.01,0.11,"Handheld Games"
"10311","Rock Band: Metal Track Pack","Wii",2009,"Misc","MTV Games",0.1,0,0,0.01,0.11,"Harmonix Music Systems"
"10313","Grand Theft Auto: San Andreas","X360",2008,"Action","Take-Two Interactive",0.08,0.02,0,0.01,0.11,"War Drum Studios"
"10315","Planet 51","X360",2009,"Action","Sega",0.07,0.03,0,0.01,0.11,"Pyro Studios"
"10316","The BIGS","PSP",2007,"Sports","Take-Two Interactive",0.1,0,0,0.01,0.11,"Blue Castle Games"
"10317","[Prototype 2]","PC",2012,"Action","Activision",0.07,0.03,0,0.01,0.11,"Radical Entertainment"
"10318","Zombie Army Trilogy","XOne",2015,"Shooter","Rebellion Developments",0.05,0.05,0,0.01,0.11,"Rebellion"
"10321","Cabela's North American Adventures","X360",2010,"Sports","Activision",0.1,0,0,0.01,0.11,"FUN Labs"
"10322","Rengoku: The Tower of Purgatory","PSP",2005,"Action","Konami Digital Entertainment",0.1,0,0,0.01,0.11,"Neverland"
"10323","Cabela's Adventure Camp","PS3",2011,"Misc","Activision",0.06,0.03,0,0.02,0.11,"Activision"
"10326","Bust-A-Move DS","DS",2005,"Puzzle","505 Games",0.08,0.02,0,0.01,0.11,"Happy Happening"
"10327","Dynasty Warriors Advance","GBA",2005,"Action","Nintendo",0.08,0.03,0,0,0.11,"Koei"
"10328","God Eater 2: Rage Burst","PS4",2015,"Role-Playing","Namco Bandai Games",0,0.01,0.09,0,0.11,"Shift"
"10330","Tournament Pool","Wii",2009,"Sports","Destineer",0.1,0,0,0.01,0.11,"Destineer"
"10331","Rock Band Track Pack: Classic Rock","PS3",2009,"Misc","MTV Games",0.1,0,0,0.01,0.11,"Harmonix Music Systems"
"10332","Aqua Aqua","PS2",2000,"Puzzle","3DO",0.05,0.04,0,0.01,0.11,"Zed Two Limited"
"10333","BlazBlue: Continuum Shift II","3DS",2011,"Fighting","PQube",0.05,0.01,0.04,0.01,0.11,"Arc System Works"
"10335","Mega Man Zero 4","GBA",2005,"Platform","Capcom",0.08,0.03,0,0,0.11,"Inti"
"10336","NASCAR '14","PS3",2014,"Racing","Deep Silver",0.09,0,0,0.02,0.11,"Eutechnyx"
"10337","Where the Wild Things Are","PS3",2009,"Platform","Warner Bros. Interactive Entertainment",0.09,0.01,0,0.01,0.11,"Griptonite Games"
"10339","DJ Max Fever","PSP",2009,"Misc","PM Studios",0.09,0,0,0.01,0.11,"Pentavision Entertainment"
"10341","Shrek: Forever After","X360",2010,"Platform","Activision",0.1,0,0,0.01,0.11,"Xpec"
"10342","My Boyfriend","DS",2008,"Simulation","DTP Entertainment",0.1,0,0,0.01,0.11,"Eidos Interactive"
"10344","Dawn of Discovery","DS",2009,"Simulation","Ubisoft",0.07,0.03,0,0.01,0.11,"Keen Games"
"10345","Pro Evolution Soccer 2016","XOne",2015,"Sports","Konami Digital Entertainment",0.04,0.06,0,0.01,0.11,"Konami"
"10347","Tiger Woods PGA Tour 06","GC",2005,"Sports","Electronic Arts",0.08,0.02,0,0,0.11,"EA Sports"
"10350","Sudokuro","DS",2007,"Puzzle","Crave Entertainment",0.1,0,0,0.01,0.11,"FrontLine Studios"
"10351","ArmA III","PC",2013,"Shooter","Bohemia Interactive",0,0.1,0,0.01,0.11,"Bohemia Interactive"
"10354","Tetris Evolution","X360",2007,"Puzzle","THQ",0.08,0.02,0,0.01,0.11,"Mass Media"
"10355","Green Lantern: Rise of the Manhunters","DS",2011,"Action","Warner Bros. Interactive Entertainment",0.07,0.02,0,0.01,0.11,"Griptonite Games"
"10356","FIFA World Cup Germany 2006","PSP",2006,"Sports","Electronic Arts",0.1,0,0,0.01,0.11,"EA Canada"
"10357","Fit in Six","Wii",2011,"Sports","Ubisoft",0.1,0,0,0.01,0.11,"Blue Byte"
"10358","Reign of Fire","GC",2002,"Shooter","BAM! Entertainment",0.08,0.02,0,0,0.11,"Kuju Entertainment"
"10359","Naruto Shippuden: Naruto vs. Sasuke","DS",2008,"Action","Takara Tomy",0.07,0,0.03,0,0.11,"Takara Tomy"
"10360","MLB 14: The Show","PSV",2014,"Sports","Sony Computer Entertainment America",0.08,0,0,0.03,0.11,"SCEA San Diego Studios"
"10361","Rogue Warrior","X360",2009,"Shooter","Bethesda Softworks",0.09,0.01,0,0.01,0.11,"Rebellion"
"10362","Sniper Elite","Wii",2010,"Shooter","Reef Entertainment",0.07,0.02,0,0.01,0.11,"Rebellion"
"10367","Mace Griffin: Bounty Hunter","XB",2003,"Shooter","Electronic Arts",0.08,0.02,0,0,0.11,"Warthog"
"10369","Woody Woodpecker Racing","PS",1999,"Racing","Konami Digital Entertainment",0.06,0.04,0,0.01,0.11,"VU Games"
"10370","Martian Gothic: Unification","PS",2001,"Adventure","Take-Two Interactive",0.06,0.04,0,0.01,0.11,"Coyote Developments"
"10372","Fight Club","XB",2004,"Fighting","Vivendi Games",0.08,0.02,0,0,0.11,"Genuine Games"
"10373","WWE 2K17","X360",2016,"Sports","Take-Two Interactive",0.05,0.04,0,0.01,0.11,"Yuke's"
"10375","Tom Clancy's Splinter Cell: Conviction","PC",2010,"Action","Ubisoft",0,0.08,0,0.02,0.11,"Ubisoft Montreal"
"10380","Total Immersion Racing","PS2",2002,"Racing","Empire Interactive",0.05,0.04,0,0.01,0.11,"Razorworks Studios"
"10381","The Hardy Boys: The Hidden Theft","Wii",2009,"Adventure","The Adventure Company",0.07,0.03,0,0.01,0.11,"XPEC Entertainment Inc."
"10383","Rango: The Video Game","DS",2011,"Action","Electronic Arts",0.07,0.03,0,0.01,0.11,"Behavior Studios"
"10386","FlatOut: Ultimate Carnage","X360",2007,"Racing","Empire Interactive",0.07,0.02,0,0.01,0.11,"Bugbear"
"10388","Digimon Digital Card Battle","PS",1999,"Strategy","Namco Bandai Games",0.06,0.04,0,0.01,0.11,"Bandai"
"10390","Dragon Ball Z: Battle of Z","PSV",2014,"Fighting","Namco Bandai Games",0,0.04,0.06,0.01,0.11,"Artdink"
"10392","Aquapazza: Aquaplus Dream Match","PS3",2012,"Fighting","Aqua Plus",0.05,0,0.05,0.01,0.11,"Examu"
"10394","Stronghold Kingdoms","PC",2011,"Strategy","DTP Entertainment",0,0.1,0,0.01,0.11,"FireFly Studios"
"10396","Lucha Libre AAA: Heroes del Ring","PS3",2010,"Fighting","Konami Digital Entertainment",0.1,0,0,0.01,0.11,"Immersion Software & Graphics"
"10397","Dead to Rights II","XB",2005,"Shooter","Electronic Arts",0.08,0.02,0,0,0.11,"Namco"
"10398","Hysteria Hospital: Emergency Ward","DS",2009,"Action","Oxygen Interactive",0.1,0,0,0.01,0.11,"Gameinvest"
"10401","Pac-Man and the Ghostly Adventures 2","X360",2014,"Adventure","Namco Bandai Games",0.05,0.04,0,0.01,0.11,"Vicious Cycle"
"10402","Trauma Center: Under the Knife 2","DS",2008,"Simulation","Atlus",0.1,0,0,0.01,0.11,"Vanguard"
"10405","Skylanders Imaginators","PS3",2016,"Platform","Activision",0.02,0.07,0,0.02,0.11,"Toys for Bob"
"10406","Cabela's Dangerous Hunts 2","XB",2005,"Sports","Activision",0.08,0.02,0,0,0.11,"Sand Grain Studios"
"10407","Fate/Extella: The Umbral Star","PS4",2016,"Action","PQube",0,0,0.11,0,0.11,"Marvelous Inc."
"10409","Big League Sports: Summer","DS",2009,"Sports","Activision",0.09,0,0,0.01,0.11,"Koolhaus Games"
"10410","SimCity 2000","GBA",2003,"Simulation","Zoo Digital Publishing",0.08,0.03,0,0,0.11,"Full-Fat"
"10413","Rock Revolution","DS",2008,"Misc","Konami Digital Entertainment",0.1,0,0,0.01,0.1,"Zoe Mode, HB Studios Multimedia"
"10414","X-Men: The Official Game","DS",2006,"Action","Activision",0.1,0,0,0.01,0.1,"Amaze Entertainment"
"10415","Sakura Wars: So Long, My Love","Wii",2010,"Role-Playing","Ackkstudios",0.05,0.04,0,0.01,0.1,"Idea Factory"
"10417","Mind Zero","PSV",2013,"Role-Playing","GungHo",0.05,0,0.04,0.02,0.1,"Zerodiv"
"10418","Rocky Balboa","PSP",2007,"Sports","Ubisoft",0.01,0.09,0,0.01,0.1,"Ubisoft"
"10423","Gravity Games Bike: Street Vert Dirt","PS2",2002,"Sports","Midway Games",0.05,0.04,0,0.01,0.1,"Midway"
"10424","Top Spin","PS2",2005,"Sports","Take-Two Interactive",0.05,0.04,0,0.01,0.1,"Pam Development"
"10426","Family Feud: 2012 Edition","X360",2011,"Misc","Ubisoft",0.1,0,0,0.01,0.1,"Ubisoft"
"10429","UFC: Tapout 2","XB",2003,"Fighting","Capcom",0.08,0.02,0,0,0.1,"DreamFactory"
"10431","The Book of Unwritten Tales","PC",2009,"Adventure","HMH Interactive",0,0.08,0,0.02,0.1,"KING Art"
"10432","My First Dollhouse","DS",2010,"Misc","505 Games",0.1,0,0,0.01,0.1,"505 Games"
"10434","Science Papa","DS",2009,"Misc","Activision",0.09,0.01,0,0.01,0.1,"Activision"
"10435","The Godfather: Mob Wars","PSP",2006,"Action","Electronic Arts",0.09,0,0,0.01,0.1,"Page 44 Studios"
"10436","American Girl: Julie Finds a Way","DS",2007,"Adventure","THQ",0.1,0,0,0.01,0.1,"Webfoot Technologies"
"10439","Ski-Doo Snowmobile Challenge","PS3",2009,"Racing","PQube",0.1,0,0,0.01,0.1,"Coldwood Interactive"
"10440","Vexx","XB",2003,"Platform","Acclaim Entertainment",0.08,0.02,0,0,0.1,"Acclaim"
"10441","F1 Career Challenge","PS2",2003,"Racing","Electronic Arts",0.05,0.04,0,0.01,0.1,"Electronic Arts"
"10442","Pariah","XB",2005,"Action","Hip Interactive",0.08,0.02,0,0,0.1,"Digital Extremes"
"10443","Cabela's Outdoor Adventures","XB",2005,"Sports","Zoo Digital Publishing",0.08,0.02,0,0,0.1,"FUN Labs"
"10445","Metal Slug 3","XB",2004,"Shooter","Ignition Entertainment",0.08,0.02,0,0,0.1,"SNK"
"10447","Motocross Mania 3","PS2",2004,"Racing","Take-Two Interactive",0.05,0.04,0,0.01,0.1,"Deibus Studios"
"10448","Sacred 3","PS3",2014,"Role-Playing","Deep Silver",0.03,0.04,0.03,0.01,0.1,"Deep Silver, Keen Games"
"10449","Yoostar2","PS3",2011,"Misc","Unknown",0.04,0.04,0,0.02,0.1,"Blitz Games Studios"
"10451","Winning Eleven: Pro Evolution Soccer 2007","X360",2006,"Sports","Konami Digital Entertainment",0.09,0,0,0.01,0.1,"KCET"
"10452","Banjo-Pilot","GBA",2005,"Racing","THQ",0.07,0.03,0,0,0.1,"Rare Ltd."
"10453","Gallop Racer 2006","PS2",2005,"Sports","Tecmo Koei",0.02,0.02,0.06,0.01,0.1,"Tecmo"
"10454","Wasteland 2","PC",2015,"Role-Playing","inXile Entertainment",0.03,0.06,0,0.01,0.1,"InXile Entertainment"
"10455","The First Templar","X360",2011,"Action","Kalypso Media",0.06,0.04,0,0.01,0.1,"Haemimont"
"10456","Patapon 2","PSP",2008,"Misc","Sony Computer Entertainment",0,0.03,0.06,0.01,0.1,"SCE Japan Studio"
"10458","Frogger: Ancient Shadow","PS2",2005,"Platform","Konami Digital Entertainment",0.05,0.04,0,0.01,0.1,"Hudson Soft"
"10459","Princess Debut","DS",2008,"Misc","Cave",0.1,0,0,0.01,0.1,"Cave"
"10460","Pro Evolution Soccer 2014","PC",2013,"Action","Konami Digital Entertainment",0,0.1,0,0.01,0.1,"Konami"
"10462","Metal Arms: Glitch in the System","GC",2003,"Shooter","Vivendi Games",0.08,0.02,0,0,0.1,"Swingin' Ape"
"10465","Tom Clancy's Splinter Cell: Chaos Theory","GC",2005,"Action","Ubisoft",0.08,0.02,0,0,0.1,"Ubisoft Montreal"
"10466","Escape From Monkey Island","PS2",2001,"Adventure","LucasArts",0.05,0.04,0,0.01,0.1,"LucasArts"
"10468","The Lord of the Rings: Conquest","DS",2009,"Action","Electronic Arts",0.09,0.01,0,0.01,0.1,"Artificial Mind and Movement"
"10469","Imagine: Soccer Captain","DS",2009,"Sports","Ubisoft",0.1,0,0,0.01,0.1,"Powerhead Games"
"10472","Who Wants to Be a Millionaire: 3rd Edition","Wii",2010,"Misc","Ubisoft",0.1,0,0,0.01,0.1,"Ludia Inc."
"10478","Gretzky NHL","PSP",2005,"Sports","Sony Computer Entertainment",0.1,0,0,0.01,0.1,"Page 44 Studios"
"10479","Corvette Evolution GT","DS",2008,"Racing","Black Bean Games",0.1,0,0,0.01,0.1,"Jack of All Games"
"10481","Dropship: United Peace Force","PS2",2002,"Simulation","Sony Computer Entertainment",0.05,0.04,0,0.01,0.1,"SCEE"
"10482","Road Rash: Jailbreak","GBA",2003,"Racing","Zoo Digital Publishing",0.07,0.03,0,0,0.1,"Magic Pockets"
"10483","Syberia","XB",2003,"Action","Microids",0.08,0.02,0,0,0.1,"Microids"
"10484","Thrillville: Off the Rails","PSP",2007,"Strategy","LucasArts",0.09,0,0,0.01,0.1,"Frontier Developments"
"10485","Cloudy With a Chance of Meatballs","PS3",2009,"Platform","Ubisoft",0.09,0.01,0,0.01,0.1,"Ubisoft Shanghai"
"10486","G1 Jockey 3","PS2",2002,"Sports","THQ",0.02,0.01,0.07,0,0.1,"Koei/Inis"
"10487","Family Fun Football","Wii",2009,"Sports","Tecmo Koei",0.1,0,0,0.01,0.1,"Seamless Entertainment, Inc."
"10489","Exit DS","DS",2008,"Puzzle","Square Enix",0.09,0,0.01,0.01,0.1,"Moss"
"10492","Riviera: The Promised Land","GBA",2004,"Role-Playing","Sting",0.07,0.03,0,0,0.1,"Sting"
"10493","Blades of Time","X360",2012,"Action","Konami Digital Entertainment",0.07,0.02,0,0.01,0.1,"Gaijin Entertainment"
"10494","Yggdra Union: We'll Never Fight Alone","PSP",2008,"Role-Playing","Sting",0.05,0,0.04,0.01,0.1,"Sting"
"10498","Brooktown High: Senior Year","PSP",2007,"Simulation","Konami Digital Entertainment",0.09,0,0,0.01,0.1,"Backbone Entertainment"
"10499","Bujingai: The Forsaken City","PS2",2003,"Fighting","505 Games",0.05,0.04,0,0.01,0.1,"Taito Corporation"
"10501","Universe at War: Earth Assault","X360",2008,"Action","Sega",0.09,0.01,0,0.01,0.1,"Petroglyph"
"10502","Barbie in The 12 Dancing Princesses","DS",2007,"Adventure","Activision",0.09,0.01,0,0.01,0.1,"WayForward"
"10503","Gem Quest: 4 Elements","DS",2011,"Puzzle","Mastertronic",0.05,0.05,0,0.01,0.1,"Joindots, Mastertronic"
"10505","Death By Degrees","PS2",2005,"Action","Sony Computer Entertainment",0.05,0.04,0,0.01,0.1,"Namco"
"10506","Just In Time Translations","DS",2009,"Misc","THQ",0.1,0,0,0.01,0.1,"THQ"
"10510","Rome: Total War","PC",2004,"Strategy","Activision",0,0.09,0,0.02,0.1,"Creative Assembly"
"10512","Doom 3","PC",2004,"Shooter","Activision",0.05,0.04,0,0.01,0.1,"id Software"
"10513","WireWay","DS",2009,"Adventure","Konami Digital Entertainment",0.1,0,0,0.01,0.1,"Konami"
"10514","Astro Boy: The Video Game","DS",2009,"Action","D3Publisher",0.09,0,0,0.01,0.1,"Art"
"10516","UNO / Skip-Bo / UNO Freefall","DS",2006,"Misc","Zoo Digital Publishing",0.1,0,0,0.01,0.1,"Black Lantern Studios"
"10517","Ride","XOne",2015,"Racing","Milestone S.r.l.",0.04,0.05,0,0.01,0.1,"Milestone S.r.l"
"10519","NASCAR The Game: Inside Line","X360",2012,"Racing","Activision",0.09,0,0,0.01,0.1,"Eutechnyx"
"10520","How to Train Your Dragon 2","PS3",2014,"Adventure","Little Orbit",0.03,0.06,0,0.02,0.1,"Torus Games"
"10521","JU-ON: The Grudge","Wii",2009,"Action","Rising Star Games",0.07,0.01,0.01,0.01,0.1,"FeelPlus"
"10523","Colin McRae Rally 04","XB",2004,"Racing","Codemasters",0.08,0.02,0,0,0.1,"Codemasters"
"10525","Monster Jam: Maximum Destruction","GBA",2002,"Racing","Ubisoft",0.07,0.03,0,0,0.1,"UDS"
"10526","FIFA Street","XB",2005,"Sports","Electronic Arts",0.08,0.02,0,0,0.1,"EA Canada"
"10528","Dora's Big Birthday Adventure","Wii",2010,"Misc","Take-Two Interactive",0.09,0.01,0,0.01,0.1,"High Voltage Software"
"10529","The Sims 4: City Living","PC",2016,"Simulation","Electronic Arts",0.02,0.08,0,0.01,0.1,"Maxis"
"10533","Hot Wheels: Stunt Track Challenge","XB",2004,"Racing","THQ",0.08,0.02,0,0,0.1,"Climax Group"
"10534","America's Next Top Model","DS",2008,"Action","Eidos Interactive",0.1,0,0,0.01,0.1,"Arts Software"
"10535","Blitz: The League II","X360",2008,"Sports","Midway Games",0.08,0.01,0,0.01,0.1,"Midway"
"10536","Math Blaster in the Prime Adventure","DS",2009,"Misc","Majesco Entertainment",0.09,0,0,0.01,0.1,"Knowledge Adventure Inc."
"10539","Miami Law","DS",2009,"Adventure","Konami Digital Entertainment",0.09,0,0,0.01,0.1,"Hudson Entertainment"
"10540","Hot Wheels Ultimate Racing","PSP",2007,"Action","Activision",0.09,0,0,0.01,0.1,"Raylight Studios"
"10541","Capcom vs. SNK 2 EO","XB",2003,"Fighting","Capcom",0.08,0.02,0,0,0.1,"Capcom"
"10544","Hunter: The Reckoning","GC",2002,"Action","Virgin Interactive",0.08,0.02,0,0,0.1,"High Voltage Software"
"10546","PictoImage","DS",2007,"Puzzle","Sega",0.09,0,0,0.01,0.1,"Sega"
"10548","Alvin and the Chipmunks: Chipwrecked","DS",2011,"Misc","505 Games",0.06,0.03,0,0.01,0.1,"Behaviour Interactive"
"10552","Heavy Fire: Afghanistan","Wii",2011,"Shooter","Mastiff",0.09,0,0,0.01,0.1,"Teyon"
"10553","Freaky Flyers","PS2",2003,"Racing","Midway Games",0.05,0.04,0,0.01,0.1,"Midway Studios - San Diego"
"10554","Baten Kaitos Origins","GC",2006,"Role-Playing","Unknown",0.06,0.02,0.02,0,0.1,"Monolith Soft, Namco Bandai Games"
"10555","E·O·E: Eve of Extinction","PS2",2002,"Fighting","Eidos Interactive",0.04,0.03,0.02,0.01,0.1,"Yuke's"
"10557","Dark Summit","XB",2001,"Sports","THQ",0.08,0.02,0,0,0.1,"Radical Entertainment"
"10560","NHL 2004","GC",2003,"Sports","Electronic Arts",0.08,0.02,0,0,0.1,"EA Sports"
"10562","Surf's Up","X360",2007,"Sports","Ubisoft",0.09,0,0,0.01,0.1,"Ubisoft"
"10564","Cabela's Adventure Camp","X360",2011,"Misc","Activision",0.07,0.02,0,0.01,0.1,"Activision"
"10565","X-Men: The Official Game","XB",2006,"Action","Activision",0.08,0.02,0,0,0.1,"Z-Axis, Ltd."
"10566","RLH: Run Like Hell","PS2",2002,"Shooter","Virgin Interactive",0.05,0.04,0,0.01,0.1,"Digital Mayhem"
"10568","Backyard Baseball '10","Wii",2009,"Sports","Atari",0.09,0,0,0.01,0.1,"Farsight Studios"
"10569","Scribblenauts Unmasked: A DC Comics Adventure","WiiU",2013,"Puzzle","Warner Bros. Interactive Entertainment",0.09,0,0,0.01,0.1,"5TH Cell"
"10570","The Ant Bully","PS2",2006,"Platform","Midway Games",0.05,0.04,0,0.01,0.1,"Artificial Mind and Movement"
"10571","Conflict: Global Terror","XB",2005,"Shooter","SCi",0.08,0.02,0,0,0.1,"Pivotal Games"
"10572","Minority Report: Everybody Runs","GC",2002,"Action","Activision",0.08,0.02,0,0,0.1,"Treyarch"
"10573","Monster Rancher EVO","PS2",2005,"Role-Playing","Tecmo Koei",0.02,0.02,0.05,0.01,0.1,"Tecmo"
"10576","SimAnimals Africa","DS",2009,"Simulation","Electronic Arts",0.08,0.02,0,0.01,0.1,"Electronic Arts"
"10577","Karaoke Revolution","PS3",2009,"Misc","Konami Digital Entertainment",0.07,0.02,0,0.01,0.1,"Blitz Games Studios"
"10578","Terraria","PSV",2013,"Action","Screenlife",0,0.01,0.09,0,0.1,"Engine Software"
"10579","Guitar Hero: Van Halen","PS2",2009,"Misc","Activision",0.05,0.04,0,0.01,0.1,"Neversoft Entertainment"
"10580","The Whispered World","PC",2009,"Adventure","Deep Silver",0,0.08,0,0.02,0.1,"Daedalic Entertainment"
"10584","Alvin and the Chipmunks: Chipwrecked","X360",2011,"Misc","505 Games",0.09,0.01,0,0.01,0.1,"Behaviour Interactive"
"10585","Water Sports","Wii",2009,"Action","Avanquest",0.05,0.04,0,0.01,0.1,"Activision"
"10586","Agatha Christie: The ABC Murders","DS",2009,"Adventure","JoWood Productions",0.08,0.01,0,0.01,0.1,"Dreamcatcher"
"10589","Help Wanted: 50 Wacky Jobs","Wii",2008,"Simulation","Hudson Soft",0.06,0.03,0,0.01,0.1,"Hudson Soft"
"10591","Beach Spikers: Virtua Beach Volleyball","GC",2002,"Sports","Sega",0.08,0.02,0,0,0.1,"Sega AM2"
"10592","Draglade","DS",2007,"Fighting","505 Games",0.09,0,0,0.01,0.1,"Dimps Corporation"
"10593","Scribblenauts Unmasked: A DC Comics Adventure","3DS",2013,"Puzzle","Warner Bros. Interactive Entertainment",0.09,0,0,0.01,0.1,"5TH Cell"
"10594","Fallout 3 Game Add-On Pack: The Pitt and Operation: Anchorage","X360",2009,"Role-Playing","Bethesda Softworks",0.09,0,0,0.01,0.1,"Bethesda Softworks"
"10595","You Don't Know Jack: Mock 2","PS",2000,"Misc","Vivendi Games",0.06,0.04,0,0.01,0.1,"Jellyvision"
"10597","Jade Cocoon 2","PS2",2001,"Role-Playing","Ubisoft",0.05,0.04,0,0.01,0.1,"Genki"
"10599","Igor: The Game","Wii",2008,"Adventure","CDV Software Entertainment",0.09,0,0,0.01,0.1,"Santa Cruz Games"
"10602","Mana Khemia: Student Alliance","PSP",2008,"Role-Playing","Nippon Ichi Software",0.06,0,0.03,0.01,0.1,"Gust"
"10603","The Destiny of Zorro","Wii",2009,"Action","505 Games",0.09,0,0,0.01,0.1,"Pronto Games"
"10605","Van Helsing","GBA",2004,"Action","Activision",0.07,0.03,0,0,0.1,"Saffire"
"10606","Bee Movie Game","PS2",2007,"Action","Activision",0.05,0.04,0,0.01,0.1,"Beenox"
"10607","Resident Evil: Revelations 2","PSV",2015,"Action","Capcom",0,0.03,0.07,0.01,0.1,"Frima Studio"
"10608","Record of Agarest War Zero","X360",2010,"Strategy","Compile Heart",0.09,0,0,0.01,0.1,"RED Entertainment, Compile Heart"
"10610","USA Today Puzzle Craze","DS",2009,"Puzzle","Destineer",0.09,0,0,0.01,0.1,"Destineer"
"10612","Truth or Lies","Wii",2010,"Misc","THQ",0.04,0.05,0,0.01,0.1,"THQ"
"10613","Kelly Slater's Pro Surfer","XB",2002,"Sports","Activision",0.08,0.02,0,0,0.1,"Treyarch"
"10616","NFL Tour","X360",2008,"Sports","Electronic Arts",0.09,0,0,0.01,0.1,"EA Tiburon"
"10617","Master of the Monster Lair","DS",2007,"Role-Playing","Rising Star Games",0.09,0,0,0.01,0.1,"Global A"
"10618","Harry Potter and the Deathly Hallows - Part 1","PC",2010,"Action","Electronic Arts",0.08,0.02,0,0.01,0.1,"EA Bright Light"
"10619","Sudoku Mania","DS",2006,"Puzzle","Zoo Digital Publishing",0.09,0,0,0.01,0.1,"FrontLine Studios"
"10620","Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.","PS2",2005,"Platform","Global Star",0.05,0.04,0,0.01,0.1,"High Voltage Software"
